"Populatie";"Geslacht";"Persoonskenmerken";"Reismotieven";"Marges";"Perioden";"Regio's";"Gemiddeld per persoon per jaar/Verplaatsingen (aantal)";"Gemiddeld per persoon per jaar/Afstand (reizigerskilometers)";"Gemiddeld per persoon per jaar/Reisduur (uren)"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"     920";"   11799";"   421.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"     969";"   12548";"   456.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2022";"Nederland";"    1030";"   13757";"   467.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Totaal";"Waarde";"2023";"Nederland";"    1045";"   14316";"   473.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"     262";"    5825";"   136.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"     236";"    5375";"   122.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"     179";"    3453";"    81.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"     177";"    3427";"    78.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2022";"Nederland";"     203";"    4241";"    97.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Van en naar het werk";"Waarde";"2023";"Nederland";"     203";"    4352";"   103.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"      42";"    1564";"    28.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"      56";"    1886";"    35.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"      42";"    1157";"    22.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"      48";"    1363";"    29.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"      48";"    1462";"    27.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"      51";"    1547";"    31.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      28";"     315";"     9.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      26";"     227";"     7.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      24";"     245";"     7.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      28";"     253";"     8.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      29";"     266";"     9.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      28";"     293";"     9.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     167";"    1064";"    40.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     167";"    1021";"    40.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     171";"     916";"    37.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     179";"     952";"    41.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     181";"    1026";"    41.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     180";"    1128";"    43.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"      83";"     846";"    32.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"      80";"     813";"    32.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"      57";"     421";"    18.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"      58";"     476";"    20.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"      68";"     690";"    27.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"      74";"     662";"    27.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Visite, logeren";"Waarde";"2018";"Nederland";"     107";"    2614";"    56.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Visite, logeren";"Waarde";"2019";"Nederland";"      92";"    2251";"    47.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Visite, logeren";"Waarde";"2020";"Nederland";"      88";"    1565";"    36.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Visite, logeren";"Waarde";"2021";"Nederland";"      94";"    1895";"    41.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Visite, logeren";"Waarde";"2022";"Nederland";"      92";"    1781";"    44.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Visite, logeren";"Waarde";"2023";"Nederland";"      98";"    1791";"    42.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     202";"    2547";"    93.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     210";"    2820";"    97.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     157";"    1979";"    84.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     153";"    2160";"    93.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     194";"    2417";"    94.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     206";"    2623";"    99.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      56";"     557";"    61.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      62";"     651";"    71.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Toeren, wandelen";"Waarde";"2020";"Nederland";"      98";"     902";"    99.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     111";"     955";"   109.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Toeren, wandelen";"Waarde";"2022";"Nederland";"     100";"     787";"    93.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Toeren, wandelen";"Waarde";"2023";"Nederland";"      88";"     641";"    79.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Overige reismotieven";"Waarde";"2018";"Nederland";"     107";"    1280";"    33.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Overige reismotieven";"Waarde";"2019";"Nederland";"      93";"    1054";"    32.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Overige reismotieven";"Waarde";"2020";"Nederland";"     104";"    1162";"    32.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Overige reismotieven";"Waarde";"2021";"Nederland";"     120";"    1067";"    33.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Overige reismotieven";"Waarde";"2022";"Nederland";"     114";"    1086";"    32.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 4e 20%-groep";"Overige reismotieven";"Waarde";"2023";"Nederland";"     117";"    1278";"    35.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2018";"Nederland";"    1028";"   18815";"   510.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2019";"Nederland";"    1042";"   19209";"   523.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2020";"Nederland";"     926";"   13333";"   434.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2021";"Nederland";"     939";"   13373";"   458.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2022";"Nederland";"    1011";"   15412";"   476.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Totaal";"Waarde";"2023";"Nederland";"    1023";"   16531";"   494.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2018";"Nederland";"     270";"    6904";"   149.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2019";"Nederland";"     249";"    6459";"   141.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2020";"Nederland";"     184";"    3966";"    86.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2021";"Nederland";"     169";"    3589";"    79.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2022";"Nederland";"     204";"    4744";"   104.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Van en naar het werk";"Waarde";"2023";"Nederland";"     207";"    4980";"   111.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2018";"Nederland";"      52";"    2095";"    36.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2019";"Nederland";"      76";"    2876";"    52.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2020";"Nederland";"      47";"    1802";"    31.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2021";"Nederland";"      47";"    1568";"    28.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2022";"Nederland";"      53";"    1746";"    33.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Zakelijk, beroepsmatig";"Waarde";"2023";"Nederland";"      59";"    2149";"    40.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2018";"Nederland";"      28";"     325";"     9.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2019";"Nederland";"      27";"     263";"     8.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2020";"Nederland";"      24";"     277";"     7.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2021";"Nederland";"      30";"     282";"     9.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2022";"Nederland";"      29";"     268";"     8.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Diensten, persoonlijke verzorging";"Waarde";"2023";"Nederland";"      27";"     262";"     8.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2018";"Nederland";"     160";"    1015";"    39.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2019";"Nederland";"     156";"    1144";"    39.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2020";"Nederland";"     174";"     919";"    36.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2021";"Nederland";"     166";"     888";"    36.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2022";"Nederland";"     169";"     926";"    36.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Winkelen, boodschappen doen";"Waarde";"2023";"Nederland";"     170";"     992";"    39.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2018";"Nederland";"      66";"     663";"    26.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2019";"Nederland";"      70";"     700";"    26.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2020";"Nederland";"      45";"     339";"    15.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2021";"Nederland";"      48";"     413";"    16.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2022";"Nederland";"      56";"     585";"    22.7"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Onderwijs volgen, cursus, kinderopvang";"Waarde";"2023";"Nederland";"      56";"     530";"    22.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Visite, logeren";"Waarde";"2018";"Nederland";"     103";"    2965";"    57.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Visite, logeren";"Waarde";"2019";"Nederland";"      98";"    2379";"    50.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Visite, logeren";"Waarde";"2020";"Nederland";"      90";"    1773";"    39.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Visite, logeren";"Waarde";"2021";"Nederland";"      91";"    2056";"    46.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Visite, logeren";"Waarde";"2022";"Nederland";"      89";"    2102";"    45.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Visite, logeren";"Waarde";"2023";"Nederland";"      94";"    2240";"    48.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2018";"Nederland";"     203";"    2879";"   100.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2019";"Nederland";"     216";"    3434";"   109.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2020";"Nederland";"     167";"    2213";"    90.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2021";"Nederland";"     161";"    2319";"    93.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2022";"Nederland";"     206";"    3023";"   104.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Uitgaan, sport, hobby";"Waarde";"2023";"Nederland";"     220";"    3443";"   111.3"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Toeren, wandelen";"Waarde";"2018";"Nederland";"      54";"     685";"    59.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Toeren, wandelen";"Waarde";"2019";"Nederland";"      52";"     579";"    61.5"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Toeren, wandelen";"Waarde";"2020";"Nederland";"      95";"     884";"    96.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Toeren, wandelen";"Waarde";"2021";"Nederland";"     115";"     893";"   111.6"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Toeren, wandelen";"Waarde";"2022";"Nederland";"      98";"     758";"    88.4"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Toeren, wandelen";"Waarde";"2023";"Nederland";"      85";"     687";"    79.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Overige reismotieven";"Waarde";"2018";"Nederland";"      93";"    1284";"    31.1"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Overige reismotieven";"Waarde";"2019";"Nederland";"      98";"    1375";"    35.2"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Overige reismotieven";"Waarde";"2020";"Nederland";"     100";"    1160";"    31.0"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Overige reismotieven";"Waarde";"2021";"Nederland";"     112";"    1366";"    36.8"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Overige reismotieven";"Waarde";"2022";"Nederland";"     108";"    1261";"    33.9"
"Populatie: 6 jaar of ouder";"Mannen";"Gestandaardiseerd inkomen: 5e 20%-groep";"Overige reismotieven";"Waarde";"2023";"Nederland";"     106";"    1248";"    32.8"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2018";"Nederland";"     984";"   16689";"   569.5"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2019";"Nederland";"     930";"   16149";"   549.7"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2020";"Nederland";"     757";"    9285";"   362.6"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2021";"Nederland";"     799";"   11006";"   446.7"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2022";"Nederland";"     892";"   13368";"   516.0"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Totaal";"Waarde";"2023";"Nederland";"     903";"   14431";"   518.4"
"Populatie: 6 jaar of ouder";"Mannen";"OV-Studentenkaart: weekabonnement";"Van en naar het werk";"Waarde";"2018";"Nederland";"     164";"    2424";"    78.2"
